Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
LEFT BANK PRESENTS: ALL STAR,2024-09-01T00:00:00.000,2024-09-01T16:00:00.000,2024-09-02T06:00:00.000,KORDZ,Left Bank,/events/1987768,24
SUNDAY OPEN DECKS,2024-09-01T00:00:00.000,2024-09-01T23:00:00.000,2024-09-02T07:00:00.000,,TES,/events/1985507,22
Love bar presents: open decks,2024-09-01T00:00:00.000,2024-09-01T21:00:00.000,2024-09-02T06:00:00.000,Takara,Love Bar,/events/1992442,0
ZGVAZE SERIES: 004,2024-08-31T00:00:00.000,2024-08-31T23:00:00.000,2024-09-02T06:00:00.000,"Bero, BOOSTER DONA, Giorgi Devadze, Hatsvali, Memotech, ninasupsa, Seqta, Gio Shengelia",TBA - CIKHISDZIRI,/events/1992470,0
"Ottonian, kozmana, DJ CYE",2024-09-05T00:00:00.000,2024-09-05T23:00:00.000,2024-09-06T07:00:00.000,"Ottonian, kozmana, DJ CYE",TES,/events/1995302,19
TBILI ORGIA PRESENTS: UMRU / ZURKIN,2024-09-05T00:00:00.000,2024-09-05T23:00:00.000,2024-09-06T06:00:00.000,"umru, Zurkin",Tbili Orgia,/events/1986602,2
Left Bank Clubnight: Gio Shengelia • Giorgi Pipia • Umbruter,2024-09-06T00:00:00.000,2024-09-06T23:59:00.000,2024-09-07T09:00:00.000,"Gio Shengelia, Giorgi Pipia",Left Bank,/events/1996579,30
Aprili-Sportsmanship / Wesley Wise,2024-09-06T00:00:00.000,2024-09-06T23:00:00.000,2024-09-07T05:00:00.000,"Sportsmanship, Wesley Wise",Aprili,/events/1997905,0
"Caim, Charch, Kvanchi",2024-09-06T00:00:00.000,2024-09-06T23:59:00.000,2024-09-07T12:00:00.000,"Caim, Charch, Kvanchi",Bassiani,/events/1968372,21
KHIDI 中 G2: Amares ❚ Dual Pistols ❚ SCRIPT,2024-09-06T00:00:00.000,2024-09-06T23:59:00.000,2024-09-08T11:00:00.000,"Amares, Dual Pistols, Script (GE)",KHIDI,/events/1994091,18
"Eklektra, Toke, Seqta, MSQ",2024-09-06T00:00:00.000,2024-09-06T23:00:00.000,2024-09-07T07:00:00.000,"Toke (GE), Seqta",TES,/events/1995303,16
Monkey at Kus Tba - Omar S - Idriss D - Temuriko Diasamidze,2024-09-06T00:00:00.000,2024-09-06T23:00:00.000,2024-09-07T06:00:00.000,"Omar-S, Idriss D",Turtle Lake,/events/1949742,13
10 Years of Mzesumzira (Ezo Festival Closing),2024-09-06T00:00:00.000,2024-09-06T23:00:00.000,2024-09-07T13:00:00.000,"Levi Love Disco, Tobako Tween, Vas+++, Ash Scholem, Rati, AudioSpace, Sevda, Bekuchi, Vakho, Tomma, Tamada, Gabunia, Norman Weber, Tobi Dei (DE), Juli N. More, Jeremy Reinhard, Elene, Kraumur, Mancho, skyra, Boyá",eZo Festival,/events/1980631,12
Captain Hook / Liquid Soul / Rising Dust / Animato / KOBI / Artifex,2024-09-06T00:00:00.000,2024-09-06T22:00:00.000,2024-09-07T22:00:00.000,"Animato, Captain Hook, Liquid Soul","TBA - Meskheti Street #16, Borjomi, Georgia",/events/1942154,4
MushroomsFest,2024-09-06T00:00:00.000,2024-09-06T23:00:00.000,2024-09-08T01:00:00.000,"Captain Hook, Animato, Liquid Soul",TBA,/events/1968770,1
"LOVE BAR PRESENTS: IKO B2B KAVEL, SANDRO BOTSVADZE",2024-09-06T00:00:00.000,2024-09-06T22:00:00.000,2024-09-07T04:00:00.000,"IKO (2), KAVEL",Love Bar,/events/1996399,0
"PLUTO'S PLAN SHOWCASE WITH AN:NA, COBREN, HUDSON B2B HATSVALI",2024-09-06T00:00:00.000,2024-09-06T23:00:00.000,2024-09-07T06:00:00.000,"Corben, Hatsvali",Dedaena Bar,/events/1996472,0
Aprili-jasperjohns / Corben,2024-09-07T00:00:00.000,2024-09-07T23:00:00.000,2024-09-08T05:00:00.000,jasperjohns,Aprili,/events/1997906,0
"OSMOSIS: Comethisfar, gwän, Pierce, Uväll",2024-09-07T00:00:00.000,2024-09-07T23:59:00.000,2024-09-08T12:00:00.000,"Comethisfar, gwän, Pierce (GE), Uväll",Bassiani,/events/1968373,26
KHIDI G2: Downwell  GEORGE STOKER  NITSA,2024-09-07T00:00:00.000,2024-09-07T23:59:00.000,2024-09-08T11:00:00.000,"Downwell, GEORGE STOKER, Nitsa.",KHIDI,/events/1993925,18
KHIDI 中 G2: Amares ❚ Dual Pistols ❚ SCRIPT,2024-09-06T00:00:00.000,2024-09-06T23:59:00.000,2024-09-08T11:00:00.000,"Amares, Dual Pistols, Script (GE)",KHIDI,/events/1994091,18
TES X Makhunik Records,2024-09-07T00:00:00.000,2024-09-07T23:00:00.000,2024-09-08T07:00:00.000,"Sciahri, Nesa Azadikhah, 3AM, fjaartaf, DJ Sense",TES,/events/1995304,18
Left Bank Clubnight: Cillian b2b Steinblum • Sani,2024-09-07T00:00:00.000,2024-09-07T23:59:00.000,2024-09-08T08:00:00.000,"Sani, Cillian",Left Bank,/events/1996584,17
Captain Hook / Liquid Soul / Rising Dust / Animato / KOBI / Artifex,2024-09-06T00:00:00.000,2024-09-06T22:00:00.000,2024-09-07T22:00:00.000,"Animato, Captain Hook, Liquid Soul","TBA - Meskheti Street #16, Borjomi, Georgia",/events/1942154,4
DEDAENA PRESENTS: GENERALI MINERALI / TEKKON,2024-09-07T00:00:00.000,2024-09-07T23:00:00.000,2024-09-08T06:00:00.000,Generali Minerali,Dedaena Bar,/events/1996625,1
MushroomsFest,2024-09-06T00:00:00.000,2024-09-06T23:00:00.000,2024-09-08T01:00:00.000,"Captain Hook, Animato, Liquid Soul",TBA,/events/1968770,1
"MAKERSPACE PRESENTS: MONK, MOCONGO, LASHA",2024-09-07T00:00:00.000,2024-09-07T23:00:00.000,2024-09-08T06:00:00.000,Mocongo,Makerspace,/events/1996449,0
SUNDAY OPEN DECKS,2024-09-08T00:00:00.000,2024-09-08T23:00:00.000,2024-09-09T07:00:00.000,,TES,/events/1995306,14
"LOVE BAR PRESENTS: MISHO, IAMEA",2024-09-08T00:00:00.000,2024-09-08T23:00:00.000,2024-09-09T06:00:00.000,IAMEA,Love Bar,/events/1996404,0
Love bar presents: Open deck,2024-09-08T00:00:00.000,2024-09-08T23:00:00.000,2024-09-09T06:00:00.000,,Love Bar,/events/1996409,0
MAKERSPACE PRESENTS:,2024-09-08T00:00:00.000,2024-09-08T23:00:00.000,2024-09-09T06:00:00.000,DJ CYE,Makerspace,/events/1996456,0
SLUT UNION X SUCCESS,2024-09-12T00:00:00.000,2024-09-12T23:00:00.000,2024-09-13T07:00:00.000,BOOSTER DONA,TES,/events/2000177,4
LOVE BAR PRESENTS: OPEN DECKS,2024-09-12T00:00:00.000,2024-09-12T21:00:00.000,2024-09-15T06:00:00.000,,Love Bar,/events/2001991,1
Dedaena Bar presents: AMIN!,2024-09-12T00:00:00.000,2024-09-12T19:00:00.000,2024-09-13T04:00:00.000,Amin (DE),Dedaena Bar,/events/2002021,0
Leftbank x DRIFT Kyiv: Garage B2B YERMAK • OLHA • Ani Kvirkvelia,2024-09-13T00:00:00.000,2024-09-13T23:59:00.000,2024-09-14T09:00:00.000,"Garage, OLHA, Ani Kvirkvelia",Left Bank,/events/1996588,28
Aprili-Hatsvali / Sumo,2024-09-13T00:00:00.000,2024-09-13T23:00:00.000,2024-09-14T05:00:00.000,Hatsvali,Aprili,/events/2002493,0
"ATEQ, Chami, Colin Benders, Efdemin, Kancheli, Newa, OPH, Orion, skyra, STERAC, Zitto",2024-09-13T00:00:00.000,2024-09-13T23:59:00.000,2024-09-14T14:00:00.000,"Chami, OPH, Colin Benders, STERAC, Efdemin, Kancheli, Zitto, Newa, ATEQ, ORION (IT), skyra",Bassiani,/events/1991582,57
KHIDI 中 SEASON OPENING,2024-09-13T00:00:00.000,2024-09-13T23:59:00.000,2024-09-14T15:00:00.000,"Amotik, Boyd Schidt, Jessie Granqvist, KUSS, Puritan, Vulkanski, Frequency Shifter, Knaughty, Liza Rivs",KHIDI,/events/1994747,32
Monkey at Kus Tba - Floorplan - TSHA - Zurkin - gotlib,2024-09-13T00:00:00.000,2024-09-13T23:00:00.000,2024-09-14T06:00:00.000,"Floorplan, TSHA, Zurkin",Turtle Lake,/events/1949745,15
KICK SEASON OPENING NIGHT WITH TRESOR RESIDENTS,2024-09-13T00:00:00.000,2024-09-13T23:00:00.000,2024-09-14T06:00:00.000,"Viikatory, Reka Zalan, Mtvare",Kick,/events/1998164,3
"Yon Kim, DJ Astrobee, Parna, Razhden",2024-09-13T00:00:00.000,2024-09-13T23:00:00.000,2024-09-14T07:00:00.000,"Astrobee, Parna, Razhden, Yon Kim",TES,/events/2000182,3
LOVE BAR Season Opening Night,2024-09-13T00:00:00.000,2024-09-13T23:00:00.000,2024-09-14T06:00:00.000,"Spiller, Tobako Tween, OCD, Levi Love Disco",Love Bar,/events/1996425,1
Mtkvarze SEASON OPENING,2024-09-13T00:00:00.000,2024-09-13T23:00:00.000,2024-09-14T09:00:00.000,"Gio Shengelia, Giorgi Devadze, Memotech, Kraumur",Mtkvarze,/events/2000175,1
LOVE BAR PRESENTS: OPEN DECKS,2024-09-12T00:00:00.000,2024-09-12T21:00:00.000,2024-09-15T06:00:00.000,,Love Bar,/events/2001991,1
Pomona Bar presents: Captain S | Datuna | Juka | Levi Love Disco | Melqo | N AO,2024-09-13T00:00:00.000,2024-09-13T23:00:00.000,2024-09-14T06:00:00.000,"Juka, Levi Love Disco",TBA -  pomona ,/events/1986371,0
"MAKERSPACE PRESENTS: DARCY MAHADY,  NEW MEMBERS, TOM DREW",2024-09-13T00:00:00.000,2024-09-13T23:00:00.000,2024-09-15T06:00:00.000,"Darcy Mahady, New Members, Tom Drew",Makerspace,/events/2002015,0
Aprili-Borna Farshid/ Third Soul,2024-09-14T00:00:00.000,2024-09-14T23:00:00.000,2024-09-15T05:00:00.000,,Aprili,/events/2002497,0
KHIDI 中 LEASH: Bekuchi ❚ LILA TURANGA ❚ Mtvare ❚ TEKKON,2024-09-14T00:00:00.000,2024-09-14T23:59:00.000,2024-09-15T11:00:00.000,"Bekuchi, Mtvare",KHIDI,/events/1995915,24
"Morevi Records: Boya, Digabuna, Dr. Long, Hamatsuki",2024-09-14T00:00:00.000,2024-09-14T23:59:00.000,2024-09-15T12:00:00.000,"Boyá, Hamatsuki, Digabuna",Bassiani,/events/1992903,20
Left Bank: Sseq • King Softy • Strawberry • LVN • Esi,2024-09-14T00:00:00.000,2024-09-14T22:00:00.000,2024-09-15T08:00:00.000,"King Softy, DJ Strawberry, Esi (De Re), LVN.",Left Bank,/events/1996602,16
"LOVE BAR PRESENTS:  MISTER ALI, RENE",2024-09-14T00:00:00.000,2024-09-14T21:00:00.000,2024-09-15T04:00:00.000,Mister Ali,Love Bar,/events/2001995,11
Crunch Fest Tbilisi,2024-09-14T00:00:00.000,2024-09-14T18:00:00.000,2024-09-15T00:00:00.000,,Sin3,/events/1982661,10
"DJ Delorean, BASS COMMANDER, GLITZ N' GROOVE",2024-09-14T00:00:00.000,2024-09-14T23:00:00.000,2024-09-15T07:00:00.000,"DJ Delorean, Glitz N' Groove",TES,/events/2000186,4
Noble Savage Back In The Game,2024-09-14T00:00:00.000,2024-09-14T23:00:00.000,2024-09-15T05:00:00.000,Peter Schumann,Noble Savage,/events/1998140,2
"Cafe-Gallery opening night with: LOVEFOXY, TOBAKO TWEEN, NEARSONIC",2024-09-14T00:00:00.000,2024-09-14T23:00:00.000,2024-09-15T09:00:00.000,"Lovefoxy, Tobako Tween",Cafe-Gallery,/events/1996567,1
Kick Presents: SUMO / TROTSKY,2024-09-14T00:00:00.000,2024-09-14T23:00:00.000,2024-09-15T06:00:00.000,Trotsky,Kick,/events/1999258,1
MASHO GOEZ - Arnii - Autumn Tree - Routes Not Roots,2024-09-14T00:00:00.000,2024-09-14T23:30:00.000,2024-09-15T06:00:00.000,"Arnii, Autumn Tree, Routes Not Roots",PLUS ONE,/events/2001460,1
LOVE BAR PRESENTS: OPEN DECKS,2024-09-12T00:00:00.000,2024-09-12T21:00:00.000,2024-09-15T06:00:00.000,,Love Bar,/events/2001991,1
MEME & Denivarlevy (Live) • Ika • Keen • Rydeen • KAVEL,2024-09-14T00:00:00.000,2024-09-14T23:00:00.000,2024-09-15T09:00:00.000,"Ika (GE), Keen, Rydeen (2), KAVEL",Mtkvarze,/events/2000179,0
"MAKERSPACE PRESENTS: DARCY MAHADY,  NEW MEMBERS, TOM DREW",2024-09-13T00:00:00.000,2024-09-13T23:00:00.000,2024-09-15T06:00:00.000,"Darcy Mahady, New Members, Tom Drew",Makerspace,/events/2002015,0
"MAKERSPACE:  DORI BERG, LASHA, SASHKA, BUTO",2024-09-14T00:00:00.000,2024-09-14T23:00:00.000,2024-09-15T06:00:00.000,,Makerspace,/events/2002017,0
DEDAENA PRESENTS:  ROTATION NIGHT,2024-09-14T00:00:00.000,2024-09-14T23:00:00.000,2024-09-15T06:00:00.000,,Dedaena Bar,/events/2002026,0
SUNDAY OPEN DECKS,2024-09-15T00:00:00.000,2024-09-15T23:00:00.000,2024-09-16T07:00:00.000,,TES,/events/2000188,2
"LOVE BAR PRESENTS: JACK OF HEARTS, MAMULA",2024-09-15T00:00:00.000,2024-09-15T16:00:00.000,2024-09-16T06:00:00.000,,Love Bar,/events/2001999,2
Dedaena x Radio city,2024-09-18T00:00:00.000,2024-09-18T22:00:00.000,2024-09-19T06:00:00.000,,Dedaena Bar,/events/2004511,0
LOVE BAR PRESENTS: OPEN DECKS,2024-09-19T00:00:00.000,2024-09-19T23:00:00.000,2024-09-22T06:00:00.000,,Love Bar,/events/2004578,0
Left Bank Clubnight: Kraumur b2b Mancho • Olly b2b Utah,2024-09-20T00:00:00.000,2024-09-20T23:59:00.000,2024-09-21T09:00:00.000,"Kraumur, Mancho, OLLY (2), Utah",Left Bank,/events/1996604,35
Aprili-Rasseterya/ Edge,2024-09-20T00:00:00.000,2024-09-20T23:00:00.000,2024-09-21T05:00:00.000,,Aprili,/events/2007151,0
