Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
TES ± LUST: DJ CYE - Neon Warrior,2022-09-01T00:00:00.000,2022-09-01T23:00:00.000,2022-09-02T07:00:00.000,"Neon Warrior, DJ CYE",TES,/events/1578310,0
Dinner with Ninshū,2022-09-01T00:00:00.000,2022-09-01T21:00:00.000,2022-09-02T00:00:00.000,Ninshū,Bazari Orbeliani,/events/1589746,0
Decoder: Solomun / Tade,2022-09-02T00:00:00.000,2022-09-02T23:59:00.000,2022-09-03T10:00:00.000,"Solomun, Tade",TBA - SPACEHALL KUSTBA,/events/1551618,50
Clubnight: Collective Takeover,2022-09-02T00:00:00.000,2022-09-02T23:00:00.000,2022-09-03T08:00:00.000,"Ash Scholem, Kraumur, Giorgi Pipia, Sportsmanship, Wesley Wise, kozmana, Joshua Cordova",Left Bank,/events/1573334,3
TES ± LUST: SEQTA - Salome - FJAARTAF - Generali Minerali - TEDI,2022-09-02T00:00:00.000,2022-09-02T23:00:00.000,2022-09-03T07:00:00.000,"Seqta, Generali Minerali, SALOME, fjaartaf",TES,/events/1579489,2
Clubnight: Bored Lord ✦ Crime,2022-09-03T00:00:00.000,2022-09-03T23:00:00.000,2022-09-04T08:00:00.000,Bored Lord,Left Bank,/events/1573335,6
Vodkast 7th Anniversary,2022-09-03T00:00:00.000,2022-09-03T18:00:00.000,2022-09-04T06:00:00.000,"Ge-ology, DJ Fett Burger, Ece Özel, Zurkin, Jd J, Vakho, Sandro Jorbenadze",TBA - Ciskari Garden,/events/1577859,3
TES ± LUST: DJ DELOREAN - LOVE VIA COMPUTER - NOZZA,2022-09-03T00:00:00.000,2022-09-03T23:00:00.000,2022-09-04T07:00:00.000,"DJ Delorean, Love Via Computer",TES,/events/1579721,1
Solisdei Outing,2022-09-04T00:00:00.000,2022-09-04T12:00:00.000,2022-09-04T23:59:00.000,"Gugo, LIPSKI, NAMA",TBA - Lado by Valiko,/events/1579950,1
Mzesumzira Birthday with Sisyphos,2022-09-09T00:00:00.000,2022-09-09T23:30:00.000,2022-09-10T19:00:00.000,"Abdali, Norman Weber, David Silver, Juli N. More, Vas+++, AudioSpace, Gio Shengelia",eZo Festival,/events/1576537,22
