Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
Bassiani/Horoom: Vril // ATEQ // HVL // Héctor Oaks // Kvanchi // ninasupsa,2022-01-01T00:00:00.000,2022-01-01T23:59:00.000,2022-01-02T12:00:00.000,".VRIL, HVL, Kvanchi, ninasupsa",Bassiani,/events/1491553,12
KHIDI 中 New Year's EVE with Mzesumzira,2021-12-31T00:00:00.000,2021-12-31T23:00:00.000,2022-01-02T12:00:00.000,"Boyd Schidt, Christoph Faust, Liza Rivs, Quelza, Yanamaste, Audio Space, Gabunia, OTHR, Phase Fatale, Unhuman, Vulkanski, Autumn Tree, Generali Minerali, McKenzie, Saphileaum, Vasil",KHIDI,/events/1491520,10
NYE Weekend,2021-12-31T00:00:00.000,2021-12-31T23:59:00.000,2022-01-02T09:00:00.000,"nebbieri, Anastasia Kristensen, Ash Scholem, Ani Kvirkvelia, Kraumur, Sportsmanship",Left Bank,/events/1492111,7
"Summoning: DJ Normal 4, Digital Groove Affair & Ottonian",2022-01-01T00:00:00.000,2022-01-01T23:00:00.000,2022-01-02T10:00:00.000,"DJ Normal 4, Digital Groove Affair, Ottonian, fjaartaf",TES,/events/1491723,2
Art-Cafe Home:9th Birthday Party,2022-01-01T00:00:00.000,2022-01-01T20:00:00.000,2022-01-02T08:00:00.000,"Sikha, Yamoc",Art-Cafe Home,/events/1489128,1
Swing Festival,2022-01-06T00:00:00.000,2022-01-06T23:00:00.000,2022-01-08T09:00:00.000,"Ani Kvirkvelia, Alec Falconer, Ash Scholem, Bero, Call Super, Gio Shengelia, Hatsvali, Toke (GE), Lilith., Jd J, Zurkin",Mtkvarze,/events/1491255,6
Horoom: HVL // Seqta // Nebbieri,2022-01-06T00:00:00.000,2022-01-06T23:59:00.000,2022-01-07T12:00:00.000,"HVL, nebbieri, Seqta",Bassiani,/events/1492083,1
Bassiani/Horoom: Anetha // Kancheli // Zitto // Aksed // Ottonian // DJ Surge,2022-01-07T00:00:00.000,2022-01-07T23:59:00.000,2022-01-08T12:00:00.000,"Anetha, Kancheli, Zitto, Aksed, Ottonian, DJ Surge",Bassiani,/events/1492081,11
Swing Festival,2022-01-06T00:00:00.000,2022-01-06T23:00:00.000,2022-01-08T09:00:00.000,"Ani Kvirkvelia, Alec Falconer, Ash Scholem, Bero, Call Super, Gio Shengelia, Hatsvali, Toke (GE), Lilith., Jd J, Zurkin",Mtkvarze,/events/1491255,6
Left Bank Weekend,2022-01-07T00:00:00.000,2022-01-07T22:00:00.000,2022-01-09T09:00:00.000,"Oliver Hafenbauer, Gacha, Bakradze, DJ Sendnudes, Parna",Left Bank,/events/1492858,6
Dam Swindle - Soulidan - Jdj - Gio Shengelia - Micro Bax - Uru,2022-01-07T00:00:00.000,2022-01-07T23:00:00.000,2022-01-08T07:00:00.000,"Dam Swindle, Dirt Crew, Soulidan, Jd J, Gio Shengelia, MICRO BAX",Monkey at Orbeliani,/events/1491453,5
Warehouse: Hamatsuki - Generali Minerali - Mocongo - Toke - Audio Space - Gabunia |,2022-01-07T00:00:00.000,2022-01-07T23:59:00.000,2022-01-08T10:00:00.000,"Hamatsuki, Generali Minerali, Mocongo, Audio Space, Gabunia, Vasil",Warehouse TBC,/events/1490582,4
Bounce,2022-01-07T00:00:00.000,2022-01-07T23:00:00.000,2022-01-08T09:00:00.000,"Ryan Elliott, Jane Fitz, Anthea, Kote Japaridze, Hamatsuki",Georgian Film Academy,/events/1492044,3
Anthea,2022-01-07T00:00:00.000,2022-01-07T23:59:00.000,2022-01-08T07:00:00.000,Anthea,Georgian Film Academy,/events/1491851,1
KHIDI 中 DELTOID RELEASE NIGHT,2022-01-07T00:00:00.000,2022-01-07T23:59:00.000,2022-01-08T10:00:00.000,"Downwell, OTHR, Ròman, Soft Crash, Puritan, Generali Minerali",KHIDI,/events/1553499,0
Left Bank Weekend,2022-01-07T00:00:00.000,2022-01-07T22:00:00.000,2022-01-09T09:00:00.000,"Oliver Hafenbauer, Gacha, Bakradze, DJ Sendnudes, Parna",Left Bank,/events/1492858,6
Horoom: Givi Gelashvili // Kraumur // skyra,2022-01-08T00:00:00.000,2022-01-08T23:59:00.000,2022-01-09T12:00:00.000,"Kraumur, Givi Gelashvili, skyra",Bassiani,/events/1493745,1
Weekend 14.02-15.02,2022-01-14T00:00:00.000,2022-01-14T22:00:00.000,2022-01-16T07:00:00.000,"nd_baumecker, Ash Scholem, Sportsmanship, Tobako Tween",Left Bank,/events/1493820,8
Bassiani x Herrensauna: CEM // MCMLXXXV // Salome // IKA // Usherenko,2022-01-14T00:00:00.000,2022-01-14T23:59:00.000,2022-01-15T12:00:00.000,"CEM, MCMLXXXV, SALOME, Ika (GE), Usherenko",Bassiani,/events/1493738,6
"Mnhl X DCBL: Max Cooper, Hatsvali B2B Toke & Rydeen",2022-01-14T00:00:00.000,2022-01-14T23:00:00.000,2022-01-15T09:00:00.000,"Max Cooper, Hatsvali",Mono Hall,/events/1490206,3
"Lucinee, Max Durante and Sitsope",2022-01-14T00:00:00.000,2022-01-14T23:00:00.000,2022-01-15T12:00:00.000,"Krawai, Lucinee, Max Durante, SITSOPE",Former Aircraft Factory,/events/1491841,1
KHIDI 中 Christoph Faust ❚ Henning Baer ❚ Regal ❚ Yanamaste,2022-01-14T00:00:00.000,2022-01-14T23:59:00.000,2022-01-15T11:00:00.000,"Christoph Faust, Henning Baer, Yanamaste, MORB, Sevda",KHIDI,/events/1493549,1
Home: Giorgi Pipia - L9,2022-01-14T00:00:00.000,2022-01-14T20:00:00.000,2022-01-16T04:00:00.000,Giorgi Pipia,Art-Cafe Home,/events/1493719,1
Weekend 14.02-15.02,2022-01-14T00:00:00.000,2022-01-14T22:00:00.000,2022-01-16T07:00:00.000,"nd_baumecker, Ash Scholem, Sportsmanship, Tobako Tween",Left Bank,/events/1493820,8
Home: Giorgi Pipia - L9,2022-01-14T00:00:00.000,2022-01-14T20:00:00.000,2022-01-16T04:00:00.000,Giorgi Pipia,Art-Cafe Home,/events/1493719,1
"Home: Tobako Tween, Niko & Grumpy",2022-01-21T00:00:00.000,2022-01-21T20:00:00.000,2022-01-23T04:00:00.000,"Tobako Tween, Grumpy",Art-Cafe Home,/events/1493721,1
"Interface: NTO, Ucha, Endorphins & Cosmic Love Rotation",2022-01-22T00:00:00.000,2022-01-22T23:00:00.000,2022-01-23T10:00:00.000,"NTO, Cosmic Love Rotation, Endorphins, Levi Love Disco, Tobako Tween, Ucha",Museum,/events/1494806,2
"Home: Tobako Tween, Niko & Grumpy",2022-01-21T00:00:00.000,2022-01-21T20:00:00.000,2022-01-23T04:00:00.000,"Tobako Tween, Grumpy",Art-Cafe Home,/events/1493721,1
