Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
1. Mai Bordel Des Arts Open Air + Aftershow - 26h,2019-05-01T00:00:00.000,2019-05-01T12:00:00.000,2019-05-02T14:00:00.000,"Teenage Mutants, Midas 104, Jake the Rapper, David Dorad, Mimi Love, Sam Shure, Sokool, Mike Book, Daniel Jaeger, Casimir von Oettingen, Electronic Elephant, vom Feisten, Martin Ka",Else,/events/1232127,318
1. Mai Open Air w./ Ellen Allien,2019-05-01T00:00:00.000,2019-05-01T10:00:00.000,2019-05-02T22:00:00.000,"Ellen Allien, Michal Zietara, Prantel, scheib",Griessmuehle,/events/1247175,273
Blö in den Mai - Stimming / Ata / Britta Arnold / Heimlich Knüller / Canson / Coss,2019-05-01T00:00:00.000,2019-05-01T15:00:00.000,2019-05-02T09:00:00.000,"Heimlich Knüller, Sarah Wild, Coss, Stimming, Britta Arnold, Ata, David Dorad, Canson, Sarah Kreis",Kater Blau,/events/1243284,142
Ostgut Ton der Arbeit,2019-05-01T00:00:00.000,2019-05-01T12:00:00.000,2019-05-01T20:00:00.000,"Avalon Emerson, nd_baumecker, Roi Perez, Soundstream",Berghain | Panorama Bar | Säule,/events/1245729,140
Hypercolour x Awkwardly Social / May Day Rave,2019-05-01T00:00:00.000,2019-05-01T14:00:00.000,2019-05-02T00:00:00.000,"Sven Weisemann, Neinzer, DJ Fart in the Club, Appleblim, Patrick Conway, Karima F, Kate Miller, Jo Rae, J.Wiltshire, DJ Carlita",Fitzroy,/events/1250588,121
1 Mai - Umsonst und Draußen,2019-05-01T00:00:00.000,2019-05-01T12:00:00.000,2019-05-02T10:00:00.000,"Empro, A.D.H.S., Brigade, Martin Dacar, Coco, Andi de Luxe, Danito San, Juarés, Lucas Aurel, Mitch Anders, Moriz Solo, Menzel, Manel Cluny, Benno Hoffmann, Anna Schreit, Sarah Hauser",Birgit,/events/1239654,104
"1.Mai Koffäin Open Air with Andhim, Sidney Charles, Black Loops a.m",2019-05-01T00:00:00.000,2019-05-01T14:00:00.000,2019-05-01T22:00:00.000,"Andhim, Sidney Charles, Black Loops, Carlo, Ruff Stuff, Long Island Sound, Turkish, Paul Johnson, Jus-Ed, Jovonn, Sandilé, Verner (DE), pau_se soundsystem",[ipsə],/events/1237738,102
Circuit /|\ Breaker 2,2019-05-01T00:00:00.000,2019-05-01T15:00:00.000,2019-05-02T06:00:00.000,"Cadency, CEM, Ondo Fudd, Objekt, Cera Khin, Claire Morgan, Dasha Rush, Golden Medusa, Grand River, Kikelomo, LSDXOXO, Oothang, Tahl (US), uon, sprintf, Tred",Bi Nuu,/events/1253488,101
Free Openair with Format:B,2019-05-01T00:00:00.000,2019-05-01T13:00:00.000,2019-05-02T10:00:00.000,"Format B, Alec Troniq, Prismode, Solvane, DirrtyDishes, Markus Klee, Berny, Teenage Mutants, Smash TV, Matthias Schuell, Sascha Cawa, Ante Perry, Pazkal, Kuestenklatsch, freedomB",Ritter Butzke,/events/1234643,99
Fist of May,2019-05-01T00:00:00.000,2019-05-01T22:00:00.000,2019-05-02T10:00:00.000,"Acierate, Tham",Griessmuehle,/events/1212362,91
