Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
GEGEN •  PRNCPTL •  RSO,2023-12-31T00:00:00.000,2023-12-31T23:59:00.000,2024-01-02T10:00:00.000,"AGY3NA, Curses, Dasha Rush, Elli Acula, Esther Dune, fka.m4a, Flavia Laus, Hyperaktivist, Jamaica Suk, Jennifer Cardini, Josh Caffé, Kiddy Smile, Mar/us, Mike Starr, Nene H, RÆZA, Rakans, Supergloss, Tijana T, Volvox, Wallis",RSO.BERLIN,/events/1780544,3344
HIVE NYE hostings by BCCO x Sachsentrance x F90,2023-12-31T00:00:00.000,2023-12-31T20:00:00.000,2024-01-02T09:00:00.000,"IGDA, Varya Karpova, Krl Mx, Tham, Holy Priest, WNDRLST, Mischluft, future.666, MCR-T, DJ Gigola, DJ Hyperdrive, Cleopard2000, The Jakob Sister, Sabu!, RaverPik, Mika Heggemann, MONTGOMERY, Filialleiter, disruption, Alex Friday, KLING&KLANG, PRADA 2000, Kø:lab, ROJI, Marc Moeller, The Blackmailer, AENJAY, Zeltak",Astra Kulturhaus,/events/1786959,3090
HEISSS x ANIMA I 50H NYE,2023-12-31T00:00:00.000,2023-12-31T22:00:00.000,2024-01-02T04:00:00.000,"Amotik, Blue Hour, CEM, Chlär, DBBD, Dr. Rubinstein, Freddy K, Frederic., François X, Lady Starlight, Lea Occhi, Olivia Mendez, Mac Declos, Matrixxman, MCMLXXXV, Narciss, Rene Wise, SALOME, Spray, Talismann, Tweeman, u.r.trax, X-Coast, Yazzus, AYLIN IDAH, Kim She, limbic sis, FRÆNZ:, Carl Hang, critical P, Kang, Kedi Bounce, CRYME, Cryptofauna, N.R.M, Discopapi, Disguised, DJ SEX, ENNIO, Hekato, Jin-Su, Jean-Jez, Kedi Bounce, SIBAST, Madda Chantal, sanguinica, MOONCHILD (DE), Npoint_O, ogtrues, Oskar Knickelbein, Primal State, quest?onmarq, Shanda, SOCIAL VLAD",MUENZE,/events/1787764,2781
Renate New Year's 2024 - 80 Hour Marathon,2023-12-29T00:00:00.000,2023-12-29T23:00:00.000,2024-01-02T11:00:00.000,"access:dance, Ady Toledano, Alex Knapp, Alexkid, Altjira, Amanita, Amy Dabbs, Anacalypto, Annina, Atlantik, Audio Werner, B.AI, Bee Lincoln, Brizman, Cyko, Dave Dinger, Deniz Arslan, Dydaa Forne, Eddie Lanzat, Edgar Peng, Exildiscount, Frozilla, gome, Haeder, Handmade, Jakob Seidensticker, Johannes Albert, John Osborn, Jonaku (3), Josh Reid, Julie Marghilano, Katya Kóv, Ksenia Kamikaza, Leon Licht, MagDita, Maltitz, Mandel, MarCaber, Martin Dacar, Martin Meyer, Mike vom MOnd, Mladen Tomic, Modular Project, Monika Ross, Mountak, Nikos (live), Norman Weber, Panthera Krause, Papa K, PATTE., Pointbliss, Posture, Reconnect Control, Rydim, Salty DJ, Sama Yax, Sambaké, Sampi, Sean H, Seemless, Selin, Thomas Melchior, Unpolished, Vio PRG, vom Feisten, Wave Particle Singularity, Selina (DE)",Renate,/events/1774537,2219
OXI NYE - 37 hours [No Re-Entry Fee!],2023-12-31T00:00:00.000,2023-12-31T22:00:00.000,2024-01-02T11:00:00.000,"Marylou, Marco Shuttle, Schacke, Radical Softness, DJ TOOL, Peachlyfe, t0ni, DJ GHEPARD, Killa, NVST, Darwin, Skee Mask, DJ MELL G, Marie Malarie, Audrey Danza, GiGi FM, upsammy, Carly Zeng, Luca Olivotto, Jacob Meehan, KEYZ, 131bpm, PSL, Moody Mehran, D. Tiffany, Lovefoxy, Stella Zekri",OXI,/events/1805946,1163
24H NYE House Festival,2023-12-31T00:00:00.000,2023-12-31T22:00:00.000,2024-01-01T22:00:00.000,"Annina, Babxi, Bauen, Carlo, Christian Kowalski, Cyko, Danilo Kupfernagel, Don Andres, Etiennette, Eva Crystaltips, Javier Anxiety, Junior Simba, Jonaku (3), KANA, Lea Czychy, LEENI, Marit, Martin Meyer, Maze & Masters, Mike vom MOnd, Moehecan, Papa K, Pascal Fischer, Pointbliss, Quadrakey, Sambaké, Seemless, Sven von Thülen, Tim Eder, Ujin, Ukãi Ndame, Walter Griot",Revier Südost,/events/1798766,911
NYE at ZENNER,2023-12-31T00:00:00.000,2023-12-31T22:00:00.000,2024-01-01T23:59:00.000,"Barbara Preisinger, Cecilia Tosh, Doudou MD, Edward, Eli Verveine, Ion Ludwig, Margaret Dygas, O.BEE, Tomas Station, Portable, Roman Flügel, Samuel Deep, Tau Car, Willow, Youandewan, Alicia Carrera, Born in 1986, e/tape, Poly-Ritmo, robbin, Sa Pa, Space Afrika",ZENNER,/events/1802302,851
Silvester Klubnacht,2023-12-30T00:00:00.000,2023-12-30T23:59:00.000,2024-01-02T04:00:00.000,"Answer Code Request, Arthur Robert, Daria Kolosova, Don Williams, Efdemin, Fadi Mohem, Fiedel, JakoJako, Josey Rebelle, Juana, Norman Nodge, Phase Fatale, Philippa Pacho, Quelza, Steffi, The Lady Machine, UVB, Virginia, Avalon Emerson, BASHKKA, Boris, Etapp Kyle, Gabrielle Kwarteng, Jason Kendig, Kikelomo, Luigi Di Venere, Marie Montexier, Massimiliano Pagliara, nd_baumecker, Octo Octa, PARAMIDA, Partok, Roi Perez, Sedef Adasï, Suze Ijó, Yen Sung, Boys' Shorts, Budino, Chris Cruse, Cormac, Franz Scala, Mala ika, Pablo Bozzi, Soundstream, Bendik Giske, Beste Hira, Tobias., Barker, Jenus, Jin Synth, Nick Höppner, Refracted, Richard Akingbehin, Luke Slater",Berghain | Panorama Bar | Säule,/events/1783426,520
BLANK SHADOW (NYE),2023-12-31T00:00:00.000,2023-12-31T23:59:00.000,2024-01-02T06:00:00.000,"Aiken, Amperia, Any Mello, Caleb ESC, Delano Legito, Dustin Zahn, Eluzid, Hang Aoki, Iron Curtis, Natascha Kann, Jessamine, Kwaint, Lena Brumby, Koljah, Marie Lung, Marina Trench, Mascha, MELATRONIX, Miran N, Natalie Robinson, Ori Raz, Projekt Gestalten, Rodmin, Silent G",://about blank,/events/1813035,493
Für immer Ruhe und Ordnung (NYE),2023-12-31T00:00:00.000,2023-12-31T23:59:00.000,2024-01-02T06:00:00.000,"41ISSA, ANDI A., Alma Linda, ELIZEN THE EMPEROR, BERKAN, Cosmic Cherry, Crille & Tamalt, DJ CHICHI, BBYG, Dina Summer, FoxMind, janosch, Heimlich Maneuver, Italo Brutalo, Jaamann, Jana Falcon, Janna N, Joff, Maria, Killa, Karim Alkhayat, Local Suicide, Luca Eck, Mascha, Neutralised, Ronja, Triqi, Vio PRG, Wisdom Tits, Xynia, ferrari rot",Storkower Straße 121,/events/1776093,357
