Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
"TECHNO MITTWOCH, Keith Barrera, Veronique, Domingo Caballero, GABBY DIAZ",2023-03-01T00:00:00.000,2023-03-01T23:00:00.000,2023-03-02T09:00:00.000,"Veronique, Domingo Caballero, GABBY DIAZ",AVA Club,/events/1648144,67
Symbiotikka at KitKat Club meets The Vaporwavebabes,2023-03-01T00:00:00.000,2023-03-01T22:00:00.000,2023-03-02T08:00:00.000,"Pascale Voltaire, DJ Jordan, Boudi Boudin & Salomé, Boudi Boudin, Yellow Manula, alemiko, sin serif",KitKatClub,/events/1659570,39
Rave am Mittwoch,2023-03-01T00:00:00.000,2023-03-01T23:00:00.000,2023-03-02T07:00:00.000,VEGANICECREAM,M-BIA,/events/1652633,37
Tresor New Faces hosted by ENIGMA,2023-03-01T00:00:00.000,2023-03-01T23:00:00.000,2023-03-02T09:00:00.000,"CTSD, DAHRAXT, Low Order",Tresor / Globus,/events/1662673,20
"Pandora with Adrian Schneider, Marliblue b2b Francesco Rizzi, Haana Peony",2023-03-01T00:00:00.000,2023-03-01T22:00:00.000,2023-03-02T06:00:00.000,"Adrian Schneider, Francesco Rizzi, Haana Peony, peony",Crack Bellmer,/events/1660721,12
CANCELED - Zapped Socials,2023-03-01T00:00:00.000,2023-03-01T20:30:00.000,2023-03-02T03:00:00.000,"Jonaku (3), Cyko, Etiennette",Repeat,/events/1661167,4
mittendrin mit Georg Hekt,2023-03-01T00:00:00.000,2023-03-01T18:00:00.000,2023-03-02T05:00:00.000,Georg Hekt,Minimal Bar,/events/1641911,4
"CIRCUS VARIETY with Heimlich Knüller, Frida Darko, Karim Alkhayat + more",2023-03-02T00:00:00.000,2023-03-02T23:00:00.000,2023-03-03T10:00:00.000,"Bonnie Ford, BOHO, Capt'n, Frida Darko, Horst Haller, Heimlich Knüller, Intaktogene, Karim Alkhayat, Leon Licht, loufo, Mehr is Mehr, Steffen Lengler",Renate,/events/1658068,186
Ringelpietz,2023-03-02T00:00:00.000,2023-03-02T23:00:00.000,2023-03-03T09:00:00.000,"Tred, Kieran Landwehr, Epikur, 4meter, Dreimal T, Ole Schönfeld",ÆDEN,/events/1652334,116
"Pastiche presents: Andrew Pekler, N Kramer, Billy Caso, Telva",2023-03-02T00:00:00.000,2023-03-02T20:00:00.000,2023-03-03T02:00:00.000,"Andrew Pekler, Billy Caso, Telva, D'Monk, Ken Okuda",arkaoda Berlin,/events/1662215,102
Berlin Modular Society 29 - Spectrum (all live!),2023-03-02T00:00:00.000,2023-03-02T19:30:00.000,2023-03-03T01:30:00.000,"Vasco Ispirian, Konapt, konphas, Tim Strauch",Fitzroy,/events/1661224,45
d.OHA!se thursday Techno,2023-03-02T00:00:00.000,2023-03-02T23:00:00.000,2023-03-03T08:00:00.000,"DAV3, ED2000",Der Weiße Hase,/events/1653178,38
"Sounds by Friends: Platida, Dudu, Aimé You",2023-03-02T00:00:00.000,2023-03-02T23:00:00.000,2023-03-03T05:00:00.000,"Platida, Aimé You",Bulbul Berlin,/events/1654862,32
Operate UKG pres. Holloway,2023-03-02T00:00:00.000,2023-03-02T22:00:00.000,2023-03-03T06:00:00.000,"Holloway, Ben Mono, TMSN, senami",Paloma,/events/1650112,31
"Thursdate: Oliver Huntemann invites Andata, Gallya",2023-03-02T00:00:00.000,2023-03-02T23:00:00.000,2023-03-03T10:00:00.000,"Oliver Huntemann, ANDATA, Gallya",Watergate,/events/1649682,30
Human Colours IX with Gunnar Stiller / Bretthagel / Orpheuz / Schnabeln & Saugen,2023-03-02T00:00:00.000,2023-03-02T22:00:00.000,2023-03-03T07:00:00.000,"Gunnar Stiller, Somaphon Frequenzfreunde Berlin, Orpheuz",KitKatClub,/events/1648449,28
SSPB,2023-03-02T00:00:00.000,2023-03-02T22:00:00.000,2023-03-03T06:00:00.000,"object blue, DJ ADHD, Solid Blake, Felix Cornelsen",OHM,/events/1658826,27
"Electronic.Thursday mit Oliver Raumklang, Loco Volk & Oshky",2023-03-02T00:00:00.000,2023-03-02T18:00:00.000,2023-03-03T06:00:00.000,"Oliver Raumklang, Oshky",Minimal Bar,/events/1641913,25
KANVAS Feierabend,2023-03-02T00:00:00.000,2023-03-02T19:00:00.000,2023-03-03T02:00:00.000,"VARS, Yannick Weineck, Son of Adria",Nachtvogel,/events/1666017,18
THE UNKNOWN,2023-03-02T00:00:00.000,2023-03-02T22:00:00.000,2023-03-03T02:00:00.000,Sugar Jim Jr.,Zu Mir Oder Zu Dir,/events/1649317,17
"Handwerk & Friends with Helly, Ferdinand, Cody P",2023-03-02T00:00:00.000,2023-03-02T22:00:00.000,2023-03-03T06:00:00.000,Cody P.,Crack Bellmer,/events/1660729,17
Globus Invites... hosted by DHC,2023-03-02T00:00:00.000,2023-03-02T23:00:00.000,2023-03-03T08:00:00.000,"DHC, ferrari rot, Marie Malarie, MDSM",Tresor / Globus,/events/1662710,14
Postponed: 13 YEARS OF STEP HIGHER,2023-03-02T00:00:00.000,2023-03-02T23:00:00.000,2023-03-03T06:00:00.000,"Dirty Plates, Dub Isotope, ",Void Club,/events/1661140,13
Calimas Hütte,2023-03-02T00:00:00.000,2023-03-02T22:00:00.000,2023-03-03T05:00:00.000,"Calima, Björn Gögge, Babxi",Ritter Butzke,/events/1661887,7
Danza Meccanica with Alessandro Adriani & Franz Scala,2023-03-02T00:00:00.000,2023-03-02T21:00:00.000,2023-03-03T05:00:00.000,"Alessandro Adriani, Franz Scala",Sameheads,/events/1663587,7
Donnerdogge,2023-03-02T00:00:00.000,2023-03-02T23:59:00.000,2023-03-03T14:00:00.000,"Andrea Vier, Jacob Phono, Vans Hellwirth",Golden Gate,/events/1662146,4
Jazzylectro Berlin,2023-03-02T00:00:00.000,2023-03-02T18:00:00.000,2023-03-03T01:00:00.000,,Solar,/events/1655857,3
Afro Caribbean Kraft-Twerk,2023-03-02T00:00:00.000,2023-03-02T09:00:00.000,2023-03-05T03:30:00.000,,Repeat,/events/1665936,3
Chantals Birthday of Shame,2023-03-02T00:00:00.000,2023-03-02T23:00:00.000,2023-03-03T08:00:00.000,,Lokschuppen Berlin,/events/1666573,3
Afterwork.Berlin im Bricks,2023-03-02T00:00:00.000,2023-03-02T19:00:00.000,2023-03-03T01:00:00.000,,Bricks Berlin,/events/1665472,1
Evopool Update Classic Edition,2023-03-02T00:00:00.000,2023-03-02T14:00:00.000,2023-03-02T17:00:00.000,Chris Maico Schmidt,Evosonic Radio,/events/1659062,0
Innovation Germany,2023-03-02T00:00:00.000,2023-03-02T17:00:00.000,2023-03-02T18:00:00.000,Chris Maico Schmidt,Evosonic Radio,/events/1659080,0
Digistania,2023-03-02T00:00:00.000,2023-03-02T22:00:00.000,2023-03-03T06:00:00.000,Infinite Livez,Eschschloraque,/events/1666605,0
WHNZMMR SESSION,2023-03-03T00:00:00.000,2023-03-03T23:00:00.000,2023-03-04T09:00:00.000,"ALT8, Cøunts, Kamafaka, RBX",OST,/events/1652055,728
Gegen Ritual,2023-03-03T00:00:00.000,2023-03-03T22:00:00.000,2023-03-04T10:00:00.000,"Manni Dee, Rachel Noon, Adam X, Flavia Laus, Henning Baer, Khloe, MAEDON, Mikey Woodbridge, Krista Bourgeois, SITSOPE, Petra Flurr, Cheriii, Rangelova, Berlin Bunny, Miss Italia, Afonso Peixoto",KitKatClub,/events/1656675,563
ENERGETICS,2023-03-03T00:00:00.000,2023-03-03T22:00:00.000,2023-03-04T09:00:00.000,"Ephy Pinkman, Floor Force One, HØLLE (2), DJ Mischkonsum, DJ BRECHSTANGE, DJ Luvhuntah, Abriss Andrej, FLOORi, DJ TIPSTER, DiskoJochen, OTG(1)",Lokschuppen Berlin,/events/1660730,470
