Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
Zweitausendsechzehn,2015-12-31T00:00:00.000,2015-12-31T22:00:00.000,2016-01-01T22:00:00.000,"EITA, Legowelt, Andreas Gehm, AnD, Elec Pt.1, Franklin De Costa, Dynamo Dreesen, Elisabeth, Tensal, Johannes Volk, Stojche, VG+, Headman, Alienata, Esposito, Michael Nadjé, stevn.aint.leavn, Larsson, Darwin, Franz Scala, CanDJane, DSB",Griessmuehle,/events/775073,1117
"Hyte Berlin - Ricardo Villalobos, Sonja Moonear & More",2016-01-01T00:00:00.000,2016-01-01T23:00:00.000,2016-01-02T12:00:00.000,"Ricardo Villalobos, Sonja Moonear, Tobi Neumann, DeWalta, Boris Werner, Evan Baggs, Robin Ordell",Arena Club,/events/770708,717
Destination Blank with Barnt // Helena Hauff // Map.Ache // Alex.Do & Many More,2015-12-31T00:00:00.000,2015-12-31T01:00:00.000,2016-01-02T12:00:00.000,"Akmê, Alex.Do, Barnt, Barbara Hofmann, Jessamine, cf2016, Charlie Smooth, Courtesy, Apeiron Crew, apeiron, Diwa, Dr. Rubinstein, Emily, Erwan, Syker, Hagen Richter, Helena Hauff, Hinode, HW Rhapsody, Kvrt, Map.ache, Natascha Kann, Resom, Rotciv, Samuel Gieben, Spule Bywerk, HKS97, Wunderwaffel",://about blank,/events/778116,702
Tresor NYE 2015/2016,2015-12-31T00:00:00.000,2015-12-31T22:00:00.000,2016-01-01T22:00:00.000,"DJ Qu, Patrice Scott, Marcelus, J.C., Ron Wilson, Magda El Bayoumi, Handmade, Jonas Kopp, DJ Deep, Roman Poncet, Psyk, Tadeo, Oliver Deutschmann, Leiras, Mischa, The Analogue Cops, Christopher Rau, Richard Zepezauer, Alex Cliché",Tresor / Globus,/events/775836,672
"Chalet NYE with Kevin Saunderson, Jeremy Underground, Djebali, Joey Anderson & More",2015-12-31T00:00:00.000,2015-12-31T22:00:00.000,2016-01-02T10:00:00.000,"Kevin Saunderson, Jeremy Underground, Joey Anderson, Djebali, Frag Maddin, Baron Castle, Yannick Robyns, Dean Driscoll, Devan, Joe Kay, Sebastian Klenk, Maralina David, Jack Haighton, Lola Luc, High Had, Marcellus Pittman, Robert Owens, Eli Verveine, stevn.aint.leavn, Marius Krickow, Ritzman",Chalet,/events/771309,490
NYE 2015/2016 Silvester,2015-12-31T00:00:00.000,2015-12-31T23:59:00.000,2016-01-02T12:00:00.000,"A.N.I.C.E., Audiophyl, Baba The Knife, Benjamin Knows, Bin Okin, Chris Hanke, Chris Robin, Christian Kuhlmann, Daniel Schumann, Eugen Haupt, freedomB, Henk, Sylvie Maziarz, Hermann Hellwig, high.co.coon, Jacob Phono, Jan Pyroman, Koopa, Lars Moston, Marc Miroir, Marc Poppcke, Michael Lasch, ohne alles, Pop Hop, Jonathan Ranzinger, Robot:rebellion, Ryan Dupree, Sabrina Mue, Solvane, Prismode, Sqim, Tom Nowa, Tschoris, VONDA7, Yoram",Polygon Club,/events/776224,365
Silvester 2015,2016-01-01T00:00:00.000,2016-01-01T01:00:00.000,2016-01-02T18:00:00.000,"Anthony Parasole, Blind Observatory, Boris, Efdemin, Etapp Kyle, Fiedel, Function, Kobosil, Marcel Dettmann, Ryan Elliott, Somewhen, Gerd Janson, Honey Dijon, Kosme, Margaret Dygas, Massimiliano Pagliara, Martyn, Nitam, Tama Sumo, Virginia, Akirahawks, Garry Todd, nd_baumecker, Oracy, Partok, Soundstream, Steffi, Alessandro Cortini, Chris SSG, Dasha Rush, Sigha, Tobias.",Berghain | Panorama Bar | Säule,/events/777414,362
Schleusenufer NYE Festival auf der Lohmühleninsel Kreuzberg,2015-12-31T00:00:00.000,2015-12-31T20:00:00.000,2016-01-02T15:00:00.000,"Alfret, Chris Knipp, Daniel Dreier, Digitate, DJ Quest, Edward Ean, Eugen Haupt, Koopa, Funksignal, Lip (DE), Jamie Anderson, John Gham, Marcus Meya, Momo Léon, Spinoza, Teleselektor, Tonband, You and Alex",Bird House Bar,/events/746584,357
"Wer Kommt, der Kommt",2016-01-01T00:00:00.000,2016-01-01T06:00:00.000,2016-01-03T12:00:00.000,"Empro, Coco, SiD, Guido Schneider, Johannes Fröhlich, Fabian Drews, Bee Lincoln, Daniel Kirchner, deKai, Lenny Brookster, Stan Starry, The Mony, Muraki Yusuke",Hoppetosse,/events/784698,226
"Chalet NYE Week Day 2 with Deetron, Chloé, Ripperton & More",2015-12-30T00:00:00.000,2015-12-30T23:59:00.000,2016-01-02T10:00:00.000,"Deetron, Chloé, Ripperton, Rydim, Capablanca, Paulo Chinatown",Chalet,/events/771319,166
